,PUBID,REGION,CENDIV,SQFT,PBA,YRCON,FREESTN,NELVTR,NESLTR,GLSSPC,OPEN24,WKHRS,NWKER,OPNWE,ONEACT,RFGEQP,ELHT1,ELCOOL,ELWATR,ELCOOK,ELMANU,ELCNS,YEAR,PBA_Detail
154,155,2,3,11250,13,1987,1.0,0.0,0.0,2.0,2.0,105.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,381230.0,2012,Public assembly
155,156,3,5,1400000,2,1992,1.0,12.0,0.0,3.0,2.0,55.0,1750.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,13473815.0,2012,Office
156,157,3,5,315000,5,2005,1.0,0.0,0.0,1.0,2.0,120.0,60.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1745325.0,2012,Nonrefrigerated warehouse
157,158,3,5,182000,23,1990,1.0,0.0,0.0,4.0,2.0,72.0,129.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3792455.0,2012,Strip shopping mall
158,159,2,3,220000,4,1976,1.0,3.0,0.0,3.0,1.0,168.0,475.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,8503271.0,2012,Laboratory
159,160,3,5,116000,23,1982,1.0,0.0,0.0,3.0,2.0,70.0,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2001936.0,2012,Strip shopping mall
160,161,4,9,22000,2,2012,1.0,1.0,0.0,4.0,2.0,60.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,168797.0,2012,Office
161,162,3,5,2500,15,1960,1.0,0.0,0.0,4.0,2.0,80.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,107525.0,2012,Food service
162,163,4,9,10000,12,995,1.0,0.0,0.0,2.0,2.0,42.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,16234.0,2012,Religious worship
163,164,4,9,3650,14,1965,1.0,0.0,0.0,3.0,2.0,30.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,39541.0,2012,Education
164,165,4,9,160000,2,1989,1.0,3.0,0.0,4.0,2.0,40.0,550.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,16529268.0,2012,Office
165,166,4,8,230000,13,1971,1.0,3.0,0.0,2.0,2.0,84.0,50.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1986249.0,2012,Public assembly
166,167,3,7,5000,2,1980,1.0,0.0,0.0,2.0,2.0,40.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,26244.0,2012,Office
167,168,2,3,480000,2,1962,1.0,14.0,4.0,5.0,2.0,63.0,1500.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,10180317.0,2012,Office
168,169,1,1,2850,15,995,1.0,0.0,0.0,4.0,2.0,140.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,67984.0,2012,Food service
169,170,3,5,41000,2,1977,1.0,2.0,0.0,4.0,2.0,60.0,100.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,808747.0,2012,Office
170,171,3,7,13000,6,2000,1.0,0.0,0.0,2.0,2.0,110.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,821112.0,2012,Food sales
171,172,3,7,13000,1,1965,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4632.0,2012,Vacant
172,173,3,6,415000,5,1998,1.0,0.0,0.0,1.0,2.0,120.0,115.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1829678.0,2012,Nonrefrigerated warehouse
173,174,4,9,5000,5,2007,1.0,0.0,0.0,2.0,2.0,56.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,50982.0,2012,Nonrefrigerated warehouse
174,175,1,2,106000,2,1989,1.0,3.0,0.0,4.0,2.0,50.0,275.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1073221.0,2012,Office
175,176,2,3,150000,25,2010,1.0,0.0,0.0,2.0,1.0,168.0,80.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3503160.0,2012,Retail other than mall
176,177,2,3,1500,26,995,,0.0,0.0,,2.0,18.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2916.0,2012,Service
177,178,1,2,2300,2,1975,1.0,0.0,0.0,3.0,2.0,55.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,55567.0,2012,Office
178,179,2,4,19500,17,2001,,0.0,0.0,,1.0,168.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,535737.0,2012,Nursing
179,180,4,9,18750,14,1978,1.0,0.0,0.0,1.0,2.0,40.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,50457.0,2012,Education
180,181,1,1,30000,5,2005,1.0,0.0,0.0,3.0,2.0,40.0,60.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,428698.0,2012,Nonrefrigerated warehouse
181,182,4,9,40000,14,1955,1.0,1.0,0.0,3.0,2.0,48.0,30.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,445191.0,2012,Education
182,183,3,5,5500,4,2002,1.0,0.0,0.0,2.0,2.0,50.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,364380.0,2012,Laboratory
183,184,1,2,500001,18,1998,,18.0,2.0,,1.0,168.0,200.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5989760.0,2012,Lodging
184,185,1,2,1800,15,995,1.0,0.0,0.0,2.0,2.0,80.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,76248.0,2012,Food service
185,186,1,1,15000,5,995,1.0,0.0,0.0,1.0,2.0,40.0,2.0,2.0,1.0,,,,,,,,2012,Nonrefrigerated warehouse
186,187,2,3,250000,14,1965,1.0,1.0,0.0,3.0,2.0,60.0,115.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2387357.0,2012,Education
187,188,4,9,12000,26,1976,1.0,0.0,0.0,1.0,2.0,50.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,19143.0,2012,Service
188,189,4,9,10000,5,1980,,0.0,0.0,,2.0,40.0,8.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,18861.0,2012,Nonrefrigerated warehouse
189,190,3,5,9600,15,995,,0.0,0.0,,2.0,70.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,80560.0,2012,Food service
190,191,3,5,2150,5,1949,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1625.0,2012,Nonrefrigerated warehouse
191,192,1,2,330000,24,1962,1.0,4.0,6.0,3.0,2.0,100.0,70.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2545454.0,2012,Enclosed mall
192,193,2,3,255000,16,1956,,5.0,0.0,,1.0,168.0,100.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,10889657.0,2012,Inpatient health care
193,194,3,5,1600,26,1973,1.0,0.0,0.0,5.0,2.0,12.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5002.0,2012,Service
194,195,3,5,3600,26,1970,1.0,0.0,0.0,1.0,2.0,45.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,26180.0,2012,Service
195,196,3,5,235000,14,1979,1.0,4.0,0.0,3.0,2.0,50.0,700.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1213986.0,2012,Education
196,197,3,5,2000,5,1960,1.0,0.0,0.0,1.0,2.0,41.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,30415.0,2012,Nonrefrigerated warehouse
197,198,3,5,28000,25,1962,1.0,0.0,0.0,2.0,2.0,58.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,121121.0,2012,Retail other than mall
198,199,3,5,142000,2,1989,1.0,4.0,0.0,4.0,2.0,54.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2238862.0,2012,Office
199,200,3,7,3000,15,1986,1.0,0.0,0.0,3.0,2.0,119.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,297951.0,2012,Food service
200,201,4,9,3750,13,1970,1.0,0.0,0.0,1.0,2.0,10.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,24504.0,2012,Public assembly
201,202,4,9,188000,16,1961,1.0,5.0,0.0,3.0,1.0,168.0,400.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4444675.0,2012,Inpatient health care
202,203,3,5,9100,25,2012,1.0,0.0,0.0,2.0,2.0,98.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,25039.0,2012,Retail other than mall
203,204,1,1,4500,26,2000,,0.0,0.0,,2.0,40.0,0.0,2.0,1.0,,,,,,,,2012,Service
204,205,3,5,6000,2,2007,1.0,0.0,0.0,2.0,2.0,81.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,91639.0,2012,Office
205,206,3,7,73000,14,2004,1.0,0.0,0.0,2.0,2.0,50.0,83.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,738246.0,2012,Education
206,207,2,4,4800,13,1985,1.0,0.0,0.0,1.0,2.0,80.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,19586.0,2012,Public assembly
207,208,3,5,18000,11,2003,1.0,0.0,0.0,1.0,2.0,66.0,22.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,467484.0,2012,Refrigerated warehouse
208,209,4,8,1500000,18,1978,1.0,27.0,6.0,3.0,1.0,168.0,1200.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,32579419.0,2012,Lodging
209,210,3,5,235000,14,1997,1.0,2.0,0.0,2.0,2.0,60.0,169.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3614152.0,2012,Education
210,211,2,3,6500,15,1960,1.0,0.0,0.0,3.0,2.0,80.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,285594.0,2012,Food service
211,212,3,7,28000,14,2000,1.0,0.0,0.0,2.0,2.0,70.0,30.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,447626.0,2012,Education
212,213,1,1,3450,25,995,,0.0,0.0,,2.0,35.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3850.0,2012,Retail other than mall
213,214,2,4,22750,26,1994,1.0,0.0,0.0,1.0,2.0,45.0,26.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,244841.0,2012,Service
214,215,4,9,80000,25,1997,1.0,0.0,0.0,1.0,2.0,84.0,50.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,873879.0,2012,Retail other than mall
215,216,3,5,15000,2,1968,1.0,1.0,0.0,3.0,2.0,40.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,634365.0,2012,Office
216,217,4,8,4000,1,2012,,0.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
217,218,3,7,27000,18,2001,1.0,1.0,0.0,2.0,1.0,168.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,639042.0,2012,Lodging
218,219,4,8,25000,12,2000,1.0,0.0,0.0,2.0,2.0,20.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,71908.0,2012,Religious worship
219,220,3,7,140000,5,1980,1.0,0.0,0.0,1.0,2.0,40.0,200.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,909407.0,2012,Nonrefrigerated warehouse
220,221,4,9,64000,14,2002,1.0,0.0,0.0,2.0,2.0,50.0,30.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,428255.0,2012,Education
221,222,4,9,255000,2,2008,1.0,4.0,0.0,5.0,2.0,54.0,354.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1231675.0,2012,Office
222,223,3,7,1200,2,1980,1.0,0.0,0.0,1.0,2.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2552.0,2012,Office
223,224,3,5,5400,12,1984,1.0,0.0,0.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,21826.0,2012,Religious worship
224,225,4,9,5000,25,995,,0.0,0.0,,2.0,60.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,31946.0,2012,Retail other than mall
225,226,3,7,25000,18,1989,1.0,1.0,0.0,2.0,1.0,168.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,623694.0,2012,Lodging
226,227,3,5,7200,26,1982,,0.0,0.0,,2.0,72.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,26409.0,2012,Service
227,228,4,9,600000,2,2001,1.0,15.0,0.0,5.0,2.0,60.0,1500.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8638378.0,2012,Office
228,229,1,2,14750,8,2001,1.0,0.0,0.0,2.0,2.0,60.0,48.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,301834.0,2012,Outpatient health care
229,230,4,8,25001,14,1996,1.0,0.0,0.0,2.0,2.0,40.0,12.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,197073.0,2012,Education
230,231,1,2,18500,91,995,1.0,0.0,0.0,1.0,2.0,110.0,26.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,462181.0,2012,Other
231,232,4,8,14000,12,2000,1.0,0.0,0.0,4.0,2.0,37.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,200777.0,2012,Religious worship
232,233,1,2,180000,5,1970,,3.0,0.0,,1.0,168.0,24.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,739274.0,2012,Nonrefrigerated warehouse
233,234,1,1,5200,8,1954,1.0,0.0,0.0,2.0,2.0,45.0,10.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,28206.0,2012,Outpatient health care
234,235,2,4,7500,2,995,,1.0,0.0,,2.0,36.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,10957.0,2012,Office
235,236,2,3,13000,12,995,1.0,0.0,0.0,2.0,2.0,35.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,35472.0,2012,Religious worship
236,237,3,5,230000,2,1972,1.0,6.0,0.0,3.0,2.0,70.0,900.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4286851.0,2012,Office
237,238,4,9,35000,23,1988,1.0,0.0,0.0,1.0,2.0,113.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,618879.0,2012,Strip shopping mall
238,239,3,7,7000,1,1983,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
239,240,2,3,186000,5,995,1.0,2.0,0.0,4.0,2.0,50.0,20.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,177291.0,2012,Nonrefrigerated warehouse
240,241,3,7,88000,14,2011,1.0,0.0,0.0,3.0,2.0,50.0,75.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,769193.0,2012,Education
241,242,3,7,122000,2,1984,1.0,3.0,0.0,4.0,1.0,168.0,650.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7033937.0,2012,Office
242,243,2,3,3200,26,1992,1.0,0.0,0.0,3.0,2.0,38.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,42641.0,2012,Service
243,244,3,7,54000,14,1950,1.0,1.0,0.0,6.0,2.0,85.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,595191.0,2012,Education
244,245,3,7,10250,14,1995,1.0,0.0,0.0,1.0,2.0,47.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,48528.0,2012,Education
245,246,4,8,2400,5,2000,1.0,0.0,0.0,2.0,2.0,40.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,28217.0,2012,Nonrefrigerated warehouse
246,247,4,9,27000,14,1999,1.0,2.0,0.0,3.0,2.0,96.0,15.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,510326.0,2012,Education
247,248,1,1,172000,2,1970,1.0,5.0,0.0,5.0,2.0,60.0,520.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2159777.0,2012,Office
248,249,4,9,1500000,13,1984,1.0,16.0,16.0,3.0,1.0,168.0,600.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,34120385.0,2012,Public assembly
249,250,4,9,5200,5,1980,1.0,2.0,0.0,5.0,2.0,40.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,147519.0,2012,Nonrefrigerated warehouse
250,251,3,7,8200,18,1997,1.0,0.0,0.0,2.0,1.0,168.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,121725.0,2012,Lodging
251,252,3,7,365000,13,1962,1.0,5.0,0.0,3.0,1.0,168.0,180.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5802766.0,2012,Public assembly
252,253,4,9,3200,1,1969,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,2012,Vacant
253,254,1,2,285000,14,1968,1.0,1.0,0.0,3.0,2.0,45.0,175.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1056332.0,2012,Education
254,255,3,5,2500,13,1948,1.0,0.0,0.0,2.0,2.0,50.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,76487.0,2012,Public assembly
255,256,4,9,1500,15,1981,1.0,0.0,0.0,2.0,2.0,77.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,60159.0,2012,Food service
256,257,3,5,14000,2,1988,1.0,0.0,0.0,3.0,2.0,40.0,65.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,751707.0,2012,Office
257,258,3,5,158000,2,1999,,4.0,0.0,,2.0,55.0,565.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2234766.0,2012,Office
258,259,3,5,3000,13,1952,1.0,0.0,0.0,1.0,2.0,16.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6938.0,2012,Public assembly
259,260,2,3,600000,16,1951,,8.0,0.0,,1.0,168.0,1605.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,12626432.0,2012,Inpatient health care
260,261,1,2,470000,13,1992,,4.0,6.0,,2.0,140.0,1000.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,23451560.0,2012,Public assembly
261,262,2,4,2900,6,1966,1.0,0.0,0.0,4.0,2.0,105.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,136884.0,2012,Food sales
262,263,3,5,16000,25,1976,1.0,0.0,0.0,1.0,2.0,32.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,25930.0,2012,Retail other than mall
263,264,1,2,80000,2,1964,1.0,1.0,0.0,2.0,2.0,50.0,50.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,215819.0,2012,Office
264,265,1,2,15000,5,1960,1.0,0.0,0.0,2.0,2.0,50.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,11813.0,2012,Nonrefrigerated warehouse
265,266,3,5,14500,12,1986,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,37107.0,2012,Religious worship
266,267,3,5,15000,14,1987,1.0,0.0,0.0,1.0,2.0,63.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,109912.0,2012,Education
267,268,2,3,600000,16,1974,1.0,13.0,0.0,3.0,1.0,168.0,1000.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,18350788.0,2012,Inpatient health care
268,269,2,3,1400000,16,2003,,50.0,0.0,,1.0,168.0,4750.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,46452146.0,2012,Inpatient health care
269,270,3,7,90000,14,1998,1.0,0.0,0.0,2.0,2.0,50.0,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,524572.0,2012,Education
270,271,3,5,220000,25,2000,1.0,9.0,1.0,2.0,2.0,102.0,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5888343.0,2012,Retail other than mall
271,272,4,9,90000,2,1989,1.0,5.0,0.0,3.0,2.0,50.0,250.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2400157.0,2012,Office
272,273,2,4,26500,14,1972,1.0,0.0,0.0,3.0,2.0,60.0,30.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,209868.0,2012,Education
273,274,1,2,280000,2,995,1.0,7.0,0.0,3.0,1.0,168.0,800.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3706814.0,2012,Office
274,275,2,4,6200,15,1967,1.0,0.0,0.0,1.0,2.0,90.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,89943.0,2012,Food service
275,276,1,2,1200,26,1968,1.0,0.0,0.0,3.0,2.0,60.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,31007.0,2012,Service
276,277,4,8,18000,1,1951,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3813.0,2012,Vacant
277,278,3,5,9700,15,1998,1.0,0.0,0.0,4.0,2.0,93.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,464452.0,2012,Food service
278,279,1,2,210000,16,1985,1.0,4.0,0.0,3.0,1.0,168.0,100.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,9934783.0,2012,Inpatient health care
279,280,3,7,2500,5,1999,1.0,0.0,0.0,1.0,2.0,84.0,0.0,1.0,1.0,,,,,,,,2012,Nonrefrigerated warehouse
280,281,2,4,600000,5,1962,1.0,0.0,0.0,1.0,2.0,40.0,260.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,907173.0,2012,Nonrefrigerated warehouse
281,282,3,7,15000,2,1996,1.0,0.0,0.0,3.0,2.0,84.0,30.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,404785.0,2012,Office
282,283,2,3,205000,14,1964,1.0,0.0,0.0,2.0,2.0,85.0,130.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1089977.0,2012,Education
283,284,2,3,16500,12,995,1.0,1.0,0.0,5.0,2.0,40.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,93131.0,2012,Religious worship
284,285,3,5,42000,7,1963,1.0,2.0,0.0,2.0,2.0,55.0,91.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1068353.0,2012,Public order and safety
285,286,4,8,4000,5,2004,1.0,0.0,0.0,1.0,2.0,50.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,22814.0,2012,Nonrefrigerated warehouse
286,287,4,8,16000,12,2000,1.0,0.0,0.0,2.0,2.0,20.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,52927.0,2012,Religious worship
287,288,2,3,10000,15,1954,1.0,1.0,0.0,4.0,2.0,40.0,20.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,164686.0,2012,Food service
288,289,4,8,5000,12,1951,1.0,0.0,0.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,25670.0,2012,Religious worship
289,290,4,8,8800,17,1996,1.0,1.0,0.0,3.0,1.0,168.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,44808.0,2012,Nursing
290,291,3,5,12000,25,1972,1.0,0.0,0.0,3.0,2.0,51.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,141805.0,2012,Retail other than mall
291,292,2,3,39500,8,1974,1.0,9.0,0.0,3.0,2.0,108.0,500.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1503313.0,2012,Outpatient health care
292,293,4,9,3650,2,995,1.0,0.0,0.0,1.0,2.0,55.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,46000.0,2012,Office
293,294,3,5,85000,16,1962,1.0,4.0,0.0,2.0,1.0,168.0,200.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1395719.0,2012,Inpatient health care
294,295,3,6,7000,12,1990,1.0,0.0,0.0,1.0,2.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,15017.0,2012,Religious worship
295,296,4,9,205000,13,1950,1.0,5.0,0.0,4.0,2.0,110.0,58.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1518537.0,2012,Public assembly
296,297,4,9,190000,2,1985,1.0,23.0,0.0,3.0,1.0,168.0,600.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5485951.0,2012,Office
297,298,1,2,700000,16,995,1.0,24.0,0.0,3.0,1.0,168.0,2000.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,21784371.0,2012,Inpatient health care
298,299,4,9,8300,2,1966,1.0,0.0,0.0,1.0,1.0,168.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,8002.0,2012,Office
299,300,2,4,1200,2,1994,1.0,0.0,0.0,2.0,2.0,40.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,7333.0,2012,Office
300,301,3,5,30000,2,1986,1.0,2.0,0.0,6.0,2.0,50.0,50.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,563621.0,2012,Office
301,302,2,3,2400,15,1957,1.0,0.0,0.0,2.0,2.0,88.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,113123.0,2012,Food service
302,303,2,3,230000,14,995,1.0,3.0,0.0,3.0,2.0,85.0,60.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1629158.0,2012,Education
303,304,3,5,6300,5,1997,1.0,0.0,0.0,1.0,2.0,40.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,24381.0,2012,Nonrefrigerated warehouse
304,305,3,7,3000,25,2001,1.0,0.0,0.0,2.0,2.0,48.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,50650.0,2012,Retail other than mall
305,306,3,7,390000,2,1982,1.0,10.0,0.0,3.0,2.0,60.0,1200.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6666509.0,2012,Office
306,307,1,2,102000,16,1972,1.0,0.0,0.0,3.0,1.0,168.0,450.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,700970.0,2012,Inpatient health care
307,308,3,6,130000,23,1995,1.0,0.0,0.0,5.0,2.0,70.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2253701.0,2012,Strip shopping mall
308,309,1,1,11500,13,1964,1.0,0.0,0.0,2.0,2.0,70.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,77383.0,2012,Public assembly
309,310,4,8,26500,14,1984,1.0,0.0,0.0,3.0,2.0,42.0,33.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,319201.0,2012,Education
